Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,Cantidad
2016/5/16,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,VENECIA E-6,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/26,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,VENECIA E-6,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,45,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/10,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,VENECIA E-6,URBANA,LOCAL COMERCIAL,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/24,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,VEINTE DE JULIO E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/7,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,VALPARAISO E-4,URBANA,TIENDA,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/9,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,VALPARAISO E-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/2/21,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,VALENCIA LA CHUCUA E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/9/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. VILLAS DEL PROGRESO E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/22,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,URB. VILLAS DEL PROGRESO E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/11,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. VILLA DEL RÍO E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/5,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,URB. URBANA QUIROGA E-18,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,15,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,11001000,1
2016/5/2,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,URB. UNIR I E-8,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/27,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,URB. TIMIZA E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/27,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,URB. TIMIZA E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/27,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. SANTA RITA I SECTOR E-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,41,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/3,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,URB. SANTA RITA I SECTOR E-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,60,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,11001000,1
2016/4/5,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,URB. SAN JORGE E-11,URBANA,VEHICULO,CONTUNDENTES,PASAJERO TAXI,CONDUCTOR TAXI,66,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,11001000,1
2016/4/3,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/21,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,BARES,,,,,,,,,,,,
2016/8/27,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/11,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/10,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/9,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,80,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/4,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/5/20,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/19,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,BARES,,,,,,,,,,,,
2016/11/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,49,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/21,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,43,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/26,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,15,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/9,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/3,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,BILLARES,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/10,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. SAN FRANCISCO E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/22,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,URB. SAN CARLOS E-6,URBANA,DROGUERIAS,,,,,,,,,,,,
2016/11/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,URB. RINCONCITO E-11,URBANA,TALLERES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,45,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/7,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. RINCONCITO E-11,URBANA,BILLARES,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/10,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. PUENTE ARANDA E-16,URBANA,CARCELES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,41,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/20,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,URB. NUEVA ZELANDIA E-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/14,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. MIRAVALLE E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/8,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. MIRAVALLE E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/24,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,URB. MARRUECOS E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/24,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,URB. MANUELA BELTRÁN E-19,URBANA,ESTABLECIMIENTOS REVISADOS,ARMA DE FUEGO,A PIE,A PIE,31,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/24,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,URB. MANUELA BELTRÁN E-19,URBANA,ESTABLECIMIENTOS REVISADOS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/24,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,URB. MANUELA BELTRÁN E-19,URBANA,ESTABLECIMIENTOS REVISADOS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/10,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,URB. MADRID E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,MEDICO VETERINARIO,SUPERIOR,11001000,1
2016/3/9,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,URB. MADELENA I Y II SECTOR E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/2/1,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,URB. MADELENA I Y II SECTOR E-19,URBANA,CASAS DE HABITACION,VENENO,A PIE,A PIE,7,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADO,PRIMARIA,11001000,1
2016/10/20,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,URB. MADELENA I Y II SECTOR E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/7,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,URB. LUCERNA E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/1,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,URB. LOS EJIDOS E-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,39,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/26,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,URB. LOS COMUNEROS E-16,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/3/31,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,URB. LAS QUINTAS DEL SUR E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/26,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. LAGUNETA E-6,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/25,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,URB. LA UNIDAD E-8,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/4,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,URB. LA SABANA DE TIBABUYES E-11,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/23,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,URB. LA ROSITA E-9,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/12,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,URB. LA PALMA E-11,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/13,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,URB. LA CORUÑA E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/26,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. LA CORUÑA E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. LA CORUÑA E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/13,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,URB. LA ASUNCIÓN E-16,URBANA,LOCAL COMERCIAL,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/13,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,URB. LA ALQUERÍA E-16,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/1/9,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,URB. INDUSTRIAL PENSILVANIA E-16,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,73,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/27,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,URB. INDUSTRIAL PENSILVANIA E-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/22,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,URB. INDUSTRIAL PENSILVANIA E-16,URBANA,HOGAR DE PASO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,62,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/9/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. INDUSTRIAL PENSILVANIA E-16,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/26,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,URB. HUMBERTO VALENCIA E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,URB. HOSPITAL SANTA CLARA E-15,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,48,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/20,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. GRANJAS DE SAN PABLO E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/9/21,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,URB. GRANJAS DE SAN PABLO E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/25,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,URB. EL VIRREY E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/24,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,URB. EL VIRREY E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,41,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/31,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. EL VIRREY E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/8,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,URB. EL TUNAL E-6,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADO,PRIMARIA,11001000,1
2016/11/8,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,URB. EL TUNAL E-6,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADO,PRIMARIA,11001000,1
2016/1/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. EL PEÑÓN DEL CORTIJO E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/8,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. EL PEÑÓN DEL CORTIJO E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/11,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,URB. EL LAGUITO E-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/24,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,URB. EL BATAN E-11,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/12,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,URB. COSTA AZUL I Y II ETAPA E-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,BICICLETA,A PIE,31,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/12,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,URB. COLON E-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,47,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/8,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,URB. CLARET EL CARMEN E-6,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SEPARADO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/14,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,URB. CASTILLA E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,46,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,11001000,1
